Device_id,Model ID,Task ID,Stream ID,Name,Type,OP State,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,11,51,214,ScatterNdUpdate_e1b0109dfcfe48c3210f1a593265d1dc_high_precision_880015000,ScatterNdUpdateAiCore,static,AI_VECTOR_CORE,1779269392767329.180	,14.040,0.100000,48,0,NO,"""225920,128;3,1;3,128""",DT_BF16;INT32;DT_BF16,ND;ND;ND,"""225920,128""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.031,866668,0.008,0.001,1.49,0.149,0.219,0.022,0.014,0.001,0.17,0.000
0,11,52,214,MatMulV2_ND_ND_FP16_FP16_false_true_all_98513,MatMulV2,static,AI_CORE,1779269392767343.240	,12.580,0.000000,2,0,NO,"""3,6144;32,6144""",DT_BF16;DT_BF16,ND;ND,"""3,32""",DT_BF16,ND,N/A,12.018,43265,1.701,0.142,10.194,0.848,2.129,0.177,5.424,0.451,0.249,0.021,0.014,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.961
0,11,53,214,AscendQuantV2_f274b680d61d2eebf49e6d885bbfe67a_high_performance_0,AscendQuantV2,static,AI_VECTOR_CORE,1779269392767355.840	,9.460,0.000000,48,0,NO,"""3,2048;2048;2048""",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"""3,2048""",INT8,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.703,492726,0.087,0.015,1.359,0.238,0.35,0.061,0.12,0.021,0.189,0.000
0,11,54,214,QuantBatchMatmulV3_ND_NZ_int8_int8_fp32_bf16_high_performance_0,QuantBatchMatmulV3,static,MIX_AIC,1779269392767366.620	,19.300,1.290000,16,16,NO,"""3,2048;128,128,16,32;4096;4096""",INT8;INT8;FLOAT;INT32,ND;FRACTAL_NZ;ND;ND,"""3,4096""",DT_BF16,ND,0,17.637,507958,1.073,0.061,11.591,0.657,3.52,0.2,5.666,0.321,0.163,0.009,0.06,17.246,496688,0.108,0.006,3.142,0.182,1.018,0.059,0.396,0.023,0.159,60.924
0,4294967295,55,214,_triton_rope_siso_1,_triton_rope_siso_1,N/A,AI_VECTOR_CORE,1779269392767387.140	,3.620,1.450000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15737,0.0,0.599,0.0,0.124,0.0,0.106,0.0,0.076,0.167,0.000
0,11,56,214,LightningIndexer_2517851d7f53b28f971ff94bfa4b7037_1124277019,LightningIndexer,static,MIX_AIC,1779269392767391.980	,32.420,1.130000,24,0,NO,"""3,32,128;1765,128,1,128;3,32;1;1;1,1584""",DT_BF16;DT_BF16;DT_BF16;INT32;INT32;INT32,ND;ND;ND;ND;ND;ND,"""3,1,2048;3,1,2048""",INT32;DT_BF16,ND;ND,0,18.063,780342,0.242,0.013,8.65,0.479,0.249,0.014,1.944,0.108,2.104,0.116,0.121,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.717
0,11,57,214,SparseFlashAttention_4da5fbfbea7101b99c367715f4b4a51e_578,SparseFlashAttention,static,MIX_AIC,1779269392767426.980	,86.940,2.580000,24,0,NO,"""3,16,512;1765,128,1,512;1765,128,1,512;3,1,2048;1,1584;1;1;3,16,64;1765,128,1,64""",DT_BF16;DT_BF16;DT_BF16;INT32;INT32;INT32;INT32;DT_BF16;DT_BF16,ND;ND;ND;ND;ND;ND;ND;ND;ND,"""3,16,512""",DT_BF16,ND,0,22.504,972172,1.274,0.057,7.333,0.326,3.392,0.151,6.108,0.271,5.74,0.255,0.055,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.884
0,4294967295,58,214,batch_matmul_transpose_0,batch_matmul_transpose_0,N/A,AI_CORE,1779269392767515.100	,11.140,1.060000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,269894,0.0,0.057,0.0,0.28,0.0,0.132,0.0,0.414,0.0,0.017,0.104,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.082
0,11,59,214,AscendQuantV2_f274b680d61d2eebf49e6d885bbfe67a_high_performance_0,AscendQuantV2,static,AI_VECTOR_CORE,1779269392767526.280	,12.240,0.110000,48,0,NO,"""3,4096;4096;4096""",DT_BF16;DT_BF16;DT_BF16,ND;ND;ND,"""3,4096""",INT8,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.626,658882,0.157,0.021,2.628,0.345,1.066,0.14,0.14,0.018,0.168,0.000
0,11,60,214,QuantBatchMatmulV3_ND_NZ_int8_int8_fp32_bf16_high_performance_0,QuantBatchMatmulV3,static,MIX_AIC,1779269392767539.560	,32.380,1.010000,24,24,NO,"""3,4096;192,256,16,32;6144;6144""",INT8;INT8;FLOAT;INT32,ND;FRACTAL_NZ;ND;ND,"""3,6144""",DT_BF16,ND,0,29.374,1268965,2.146,0.073,19.9,0.677,6.823,0.232,15.354,0.523,0.174,0.006,0.024,28.99,1252375,0.109,0.004,6.49,0.224,2.696,0.093,0.406,0.014,0.226,90.717
